start,end,value
2020-08-11 05:18:00,2020-08-11 06:11:00,8
2020-08-11 06:11:00,2020-08-11 07:41:00,7
2020-08-11 07:41:00,2020-08-11 14:47:00,8
2020-08-11 14:47:00,2020-08-11 15:29:00,9
2020-08-11 15:29:00,2020-08-11 17:24:00,10
2020-08-11 17:24:00,2020-08-12 04:47:00,9
2020-08-12 04:47:00,2020-08-12 05:12:00,10
2020-08-12 05:12:00,2020-08-12 06:10:00,9
2020-08-12 06:10:00,2020-08-12 11:25:00,8
2020-08-12 11:25:00,2020-08-12 13:05:00,7
2020-08-12 13:05:00,2020-08-12 13:30:00,8
2020-08-12 13:30:00,2020-08-12 18:41:00,7
2020-08-12 18:41:00,2020-08-12 19:05:00,8
2020-08-12 19:05:00,2020-08-12 23:47:00,9
2020-08-12 23:47:00,2020-08-13 06:09:00,10
2020-08-13 06:09:00,2020-08-13 08:29:00,9
2020-08-13 08:29:00,2020-08-13 14:03:00,8
2020-08-13 14:03:00,2020-08-13 17:05:00,7
2020-08-13 17:05:00,2020-08-13 17:16:00,8
2020-08-13 17:16:00,2020-08-13 22:53:00,7
2020-08-13 22:53:00,2020-08-14 08:35:00,8
2020-08-14 08:35:00,2020-08-14 09:23:00,7
2020-08-14 09:23:00,2020-08-14 09:59:00,8
2020-08-14 09:59:00,2020-08-14 11:59:00,9
2020-08-14 11:59:00,2020-08-14 13:47:00,10
2020-08-14 13:47:00,2020-08-14 16:03:00,12
2020-08-14 16:03:00,2020-08-14 19:30:00,11
2020-08-14 19:30:00,2020-08-14 22:23:00,10
2020-08-14 22:23:00,2020-08-14 22:34:00,11
2020-08-14 22:34:00,2020-08-15 03:23:00,10
2020-08-15 03:23:00,2020-08-15 08:23:00,11
2020-08-15 08:23:00,2020-08-15 13:23:00,12
2020-08-15 13:23:00,2020-08-15 13:53:00,11
2020-08-15 13:53:00,2020-08-15 14:23:00,10
2020-08-15 14:23:00,2020-08-16 00:53:00,11
2020-08-16 00:53:00,2020-08-16 01:35:00,12
2020-08-16 01:35:00,2020-08-16 02:06:00,13
2020-08-16 02:06:00,2020-08-16 06:05:00,12
2020-08-16 06:05:00,2020-08-16 14:24:00,11
2020-08-16 14:24:00,2020-08-16 15:59:00,10
2020-08-16 15:59:00,2020-08-16 19:01:00,11
2020-08-16 19:01:00,2020-08-17 06:04:00,10
2020-08-17 06:04:00,2020-08-17 06:34:00,9
2020-08-17 06:34:00,2020-08-17 08:54:00,8
2020-08-17 08:54:00,2020-08-17 10:59:00,7
2020-08-17 10:59:00,2020-08-17 13:11:00,8
2020-08-17 13:11:00,2020-08-17 15:35:00,9
2020-08-17 15:35:00,2020-08-17 16:08:00,8
2020-08-17 16:08:00,2020-08-17 21:53:00,7
2020-08-17 21:53:00,2020-08-17 23:41:00,8
2020-08-17 23:41:00,2020-08-18 00:17:00,7
2020-08-18 00:17:00,2020-08-18 16:38:00,8
2020-08-18 16:38:00,2020-08-18 17:08:00,7
2020-08-18 17:08:00,2020-08-18 19:23:00,6
2020-08-18 19:23:00,2020-08-18 23:49:00,7
2020-08-18 23:49:00,2020-08-19 17:34:00,6
2020-08-19 17:34:00,2020-08-19 18:11:00,5
2020-08-19 18:11:00,2020-08-19 20:23:00,6
2020-08-19 20:23:00,2020-08-20 06:18:00,5
2020-08-20 06:18:00,2020-08-20 09:05:00,4
2020-08-20 09:05:00,2020-08-20 11:35:00,5
2020-08-20 11:35:00,2020-08-20 18:25:00,6
2020-08-20 18:25:00,2020-08-21 00:17:00,5
2020-08-21 00:17:00,2020-08-21 05:35:00,6
2020-08-21 05:35:00,2020-08-21 07:04:00,7
2020-08-21 07:04:00,2020-08-21 07:47:00,6
2020-08-21 07:47:00,2020-08-21 09:50:00,7
2020-08-21 09:50:00,2020-08-21 10:29:00,6
2020-08-21 10:29:00,2020-08-21 14:29:00,7
2020-08-21 14:29:00,2020-08-21 21:43:00,8
2020-08-21 21:43:00,2020-08-22 01:29:00,7
2020-08-22 01:29:00,2020-08-22 05:58:00,8
2020-08-22 05:58:00,2020-08-22 06:28:00,7
2020-08-22 06:28:00,2020-08-22 06:59:00,6
2020-08-22 06:59:00,2020-08-22 09:19:00,5
2020-08-22 09:19:00,2020-08-22 09:47:00,4
2020-08-22 09:47:00,2020-08-22 16:46:00,5
2020-08-22 16:46:00,2020-08-23 08:36:00,4
2020-08-23 08:36:00,2020-08-23 09:06:00,3
2020-08-23 09:06:00,2020-08-23 13:23:00,2
2020-08-23 13:23:00,2020-08-23 14:11:00,3
2020-08-23 14:11:00,2020-08-23 17:53:00,4
2020-08-23 17:53:00,2020-08-23 19:29:00,5
2020-08-23 19:29:00,2020-08-23 20:35:00,6
2020-08-23 20:35:00,2020-08-23 21:05:00,5
2020-08-23 21:05:00,2020-08-23 21:35:00,6
2020-08-23 21:35:00,2020-08-23 23:35:00,7
2020-08-23 23:35:00,2020-08-24 06:59:00,8
2020-08-24 06:59:00,2020-08-24 09:15:00,9
2020-08-24 09:15:00,2020-08-24 09:38:00,8
2020-08-24 09:38:00,2020-08-24 09:53:00,7
2020-08-24 09:53:00,2020-08-24 16:05:00,8
2020-08-24 16:05:00,2020-08-24 21:14:00,9
2020-08-24 21:14:00,2020-08-25 01:47:00,8
2020-08-25 01:47:00,2020-08-25 05:54:00,7
2020-08-25 05:54:00,2020-08-25 09:41:00,6
2020-08-25 09:41:00,2020-08-25 16:17:00,5
2020-08-25 16:17:00,2020-08-25 20:41:00,4
2020-08-25 20:41:00,2020-08-26 06:23:00,5
2020-08-26 06:23:00,2020-08-26 10:27:00,6
2020-08-26 10:27:00,2020-08-26 11:00:00,5
2020-08-26 11:00:00,2020-08-26 13:10:00,4
2020-08-26 13:10:00,2020-08-26 17:11:00,3
2020-08-26 17:11:00,2020-08-26 21:11:00,4
2020-08-26 21:11:00,2020-08-27 00:36:00,5
2020-08-27 00:36:00,2020-08-27 01:41:00,4
2020-08-27 01:41:00,2020-08-27 07:35:00,5
2020-08-27 07:35:00,2020-08-27 10:47:00,6
2020-08-27 10:47:00,2020-08-27 10:56:00,7
2020-08-27 10:56:00,2020-08-27 10:59:00,6
2020-08-27 10:59:00,2020-08-27 14:02:00,7
2020-08-27 14:02:00,2020-08-27 16:47:00,6
2020-08-27 16:47:00,2020-08-27 23:35:00,7
2020-08-27 23:35:00,2020-08-28 07:41:00,8
2020-08-28 07:41:00,2020-08-28 10:53:00,9
2020-08-28 10:53:00,2020-08-28 11:45:00,10
2020-08-28 11:45:00,2020-08-28 12:16:00,9
2020-08-28 12:16:00,2020-08-28 14:59:00,8
2020-08-28 14:59:00,2020-08-29 00:24:00,9
2020-08-29 00:24:00,2020-08-29 00:57:00,8
2020-08-29 00:57:00,2020-08-29 05:49:00,7
2020-08-29 05:49:00,2020-08-29 07:29:00,6
2020-08-29 07:29:00,2020-08-29 11:29:00,7
2020-08-29 11:29:00,2020-08-29 12:25:00,8
2020-08-29 12:25:00,2020-08-30 01:04:00,7
2020-08-30 01:04:00,2020-08-30 04:53:00,6
2020-08-30 04:53:00,2020-08-30 08:54:00,7
2020-08-30 08:54:00,2020-08-30 11:23:00,6
2020-08-30 11:23:00,2020-08-30 12:29:00,7
2020-08-30 12:29:00,2020-08-30 12:41:00,8
2020-08-30 12:41:00,2020-08-30 13:23:00,9
2020-08-30 13:23:00,2020-08-30 14:47:00,8
2020-08-30 14:47:00,2020-08-31 02:18:00,9
2020-08-31 02:18:00,2020-08-31 14:11:00,8
2020-08-31 14:11:00,2020-08-31 14:38:00,9
2020-08-31 14:38:00,2020-08-31 15:09:00,8
2020-08-31 15:09:00,2020-08-31 23:41:00,7
2020-08-31 23:41:00,2020-09-01 03:40:00,8
2020-09-01 03:40:00,2020-09-01 04:03:00,7
2020-09-01 04:03:00,2020-09-01 08:17:00,6
2020-09-01 08:17:00,2020-09-01 10:53:00,7
2020-09-01 10:53:00,2020-09-01 12:35:00,8
2020-09-01 12:35:00,2020-09-01 15:35:00,9
2020-09-01 15:35:00,2020-09-01 15:55:00,8
2020-09-01 15:55:00,2020-09-01 22:11:00,7
2020-09-01 22:11:00,2020-09-02 01:02:00,8
2020-09-02 01:02:00,2020-09-02 05:44:00,7
2020-09-02 05:44:00,2020-09-02 06:15:00,6
2020-09-02 06:15:00,2020-09-02 06:23:00,5
2020-09-02 06:23:00,2020-09-02 08:35:00,6
2020-09-02 08:35:00,2020-09-02 09:29:00,5
2020-09-02 09:29:00,2020-09-02 16:02:00,6
2020-09-02 16:02:00,2020-09-02 19:02:00,5
2020-09-02 19:02:00,2020-09-03 06:57:00,4
2020-09-03 06:57:00,2020-09-03 11:47:00,3
2020-09-03 11:47:00,2020-09-03 18:27:00,4
2020-09-03 18:27:00,2020-09-04 01:59:00,3
2020-09-04 01:59:00,2020-09-04 02:22:00,2
2020-09-04 02:22:00,2020-09-04 02:35:00,1
2020-09-04 02:35:00,2020-09-04 02:59:00,2
2020-09-04 02:59:00,2020-09-04 05:41:00,3
2020-09-04 05:41:00,2020-09-04 08:17:00,2
2020-09-04 08:17:00,2020-09-04 13:40:00,3
2020-09-04 13:40:00,2020-09-04 16:00:00,2
2020-09-04 16:00:00,2020-09-05 07:41:00,1
2020-09-05 07:41:00,2020-09-05 07:49:00,2
2020-09-05 07:49:00,2020-09-05 12:29:00,1
2020-09-05 12:29:00,2020-09-05 14:05:00,2
2020-09-05 14:05:00,2020-09-05 14:26:00,3
2020-09-05 14:26:00,2020-09-05 15:59:00,2
2020-09-05 15:59:00,2020-09-05 22:40:00,3
2020-09-05 22:40:00,2020-09-06 05:38:00,2
2020-09-06 05:38:00,2020-09-06 08:14:00,1
2020-09-06 08:14:00,2020-09-07 02:47:00,0
2020-09-07 02:47:00,2020-09-07 03:12:00,1
2020-09-07 03:12:00,2020-09-07 15:35:00,0
2020-09-07 15:35:00,2020-09-07 16:00:00,2
2020-09-07 16:00:00,2020-09-07 16:30:00,1
2020-09-07 16:30:00,2020-09-08 03:17:00,0
2020-09-08 03:17:00,2020-09-08 03:42:00,1
2020-09-08 03:42:00,2020-09-08 10:47:00,0
2020-09-08 10:47:00,2020-09-08 11:12:00,1
2020-09-08 11:12:00,2020-09-08 16:23:00,0
2020-09-08 16:23:00,2020-09-08 16:48:00,1
2020-09-08 16:48:00,2020-09-09 05:41:00,0
2020-09-09 05:41:00,2020-09-09 06:06:00,1
2020-09-09 06:06:00,2020-09-09 07:41:00,0
2020-09-09 07:41:00,2020-09-09 08:06:00,1
2020-09-09 08:06:00,2020-09-09 23:23:00,0
2020-09-09 23:23:00,2020-09-09 23:48:00,1
2020-09-09 23:48:00,2020-09-10 18:17:00,0
2020-09-10 18:17:00,2020-09-10 18:42:00,1
2020-09-10 18:42:00,2020-09-11 07:11:00,0
2020-09-11 07:11:00,2020-09-11 07:36:00,1
2020-09-11 07:36:00,2020-09-11 18:23:00,0
2020-09-11 18:23:00,2020-09-11 18:48:00,1
2020-09-11 18:48:00,2020-09-12 03:11:00,0
2020-09-12 03:11:00,2020-09-12 03:36:00,1
2020-09-12 03:36:00,2020-09-12 12:05:00,0
2020-09-12 12:05:00,2020-09-12 12:30:00,1
2020-09-12 12:30:00,2020-09-12 13:29:00,0
2020-09-12 13:29:00,2020-09-12 13:59:00,1
2020-09-12 13:59:00,2020-09-12 14:50:00,2
2020-09-12 14:50:00,2020-09-12 15:23:00,1
2020-09-12 15:23:00,2020-09-12 20:47:00,0
2020-09-12 20:47:00,2020-09-13 01:42:00,1
2020-09-13 01:42:00,2020-09-13 07:05:00,0
2020-09-13 07:05:00,2020-09-13 07:30:00,1
2020-09-13 07:30:00,2020-09-13 10:05:00,0
2020-09-13 10:05:00,2020-09-13 11:53:00,1
2020-09-13 11:53:00,2020-09-13 13:55:00,2
2020-09-13 13:55:00,2020-09-13 16:05:00,1
2020-09-13 16:05:00,2020-09-14 21:29:00,0
2020-09-14 21:29:00,2020-09-14 21:54:00,1
2020-09-14 21:54:00,2020-09-14 22:05:00,0
2020-09-14 22:05:00,2020-09-14 22:30:00,1
2020-09-14 22:30:00,2020-09-15 11:47:00,0
2020-09-15 11:47:00,2020-09-15 12:12:00,1
2020-09-15 12:12:00,2020-09-16 03:17:00,0
2020-09-16 03:17:00,2020-09-16 03:42:00,1
2020-09-16 03:42:00,2020-09-16 06:05:00,0
2020-09-16 06:05:00,2020-09-16 06:30:00,1
2020-09-16 06:30:00,2020-09-16 12:23:00,0
2020-09-16 12:23:00,2020-09-16 12:48:00,1
2020-09-16 12:48:00,2020-09-16 14:05:00,0
2020-09-16 14:05:00,2020-09-16 14:30:00,1
2020-09-16 14:30:00,2020-09-16 18:47:00,0
2020-09-16 18:47:00,2020-09-16 19:12:00,1
2020-09-16 19:12:00,2020-09-16 19:53:00,0
2020-09-16 19:53:00,2020-09-16 22:05:00,1
2020-09-16 22:05:00,2020-09-17 06:13:00,2
2020-09-17 06:13:00,2020-09-17 08:05:00,1
2020-09-17 08:05:00,2020-09-17 09:11:00,2
2020-09-17 09:11:00,2020-09-17 14:11:00,3
2020-09-17 14:11:00,2020-09-17 14:37:00,4
2020-09-17 14:37:00,2020-09-17 23:35:00,3
2020-09-17 23:35:00,2020-09-18 01:59:00,4
2020-09-18 01:59:00,2020-09-18 03:12:00,5
2020-09-18 03:12:00,2020-09-18 05:22:00,4
2020-09-18 05:22:00,2020-09-18 11:05:00,3
2020-09-18 11:05:00,2020-09-18 12:29:00,4
2020-09-18 12:29:00,2020-09-18 15:05:00,5
2020-09-18 15:05:00,2020-09-18 22:29:00,6
2020-09-18 22:29:00,2020-09-19 05:20:00,7
2020-09-19 05:20:00,2020-09-19 08:04:00,6
2020-09-19 08:04:00,2020-09-19 08:27:00,5
2020-09-19 08:27:00,2020-09-19 08:47:00,4
2020-09-19 08:47:00,2020-09-19 11:18:00,3
2020-09-19 11:18:00,2020-09-19 20:23:00,2
2020-09-19 20:23:00,2020-09-19 23:17:00,3
2020-09-19 23:17:00,2020-09-19 23:53:00,2
2020-09-19 23:53:00,2020-09-20 05:19:00,3
2020-09-20 05:19:00,2020-09-20 08:21:00,2
2020-09-20 08:21:00,2020-09-20 15:21:00,1
2020-09-20 15:21:00,2020-09-21 03:17:00,0
2020-09-21 03:17:00,2020-09-21 05:18:00,1
2020-09-21 05:18:00,2020-09-21 12:11:00,0
2020-09-21 12:11:00,2020-09-21 12:36:00,1
2020-09-21 12:36:00,2020-09-21 20:05:00,0
2020-09-21 20:05:00,2020-09-21 22:11:00,1
2020-09-21 22:11:00,2020-09-22 05:16:00,2
2020-09-22 05:16:00,2020-09-22 05:46:00,1
2020-09-22 05:46:00,2020-09-22 08:05:00,0
2020-09-22 08:05:00,2020-09-22 09:11:00,1
2020-09-22 09:11:00,2020-09-22 09:32:00,2
2020-09-22 09:32:00,2020-09-22 10:05:00,1
2020-09-22 10:05:00,2020-09-22 20:53:00,0
2020-09-22 20:53:00,2020-09-22 21:48:00,1
2020-09-22 21:48:00,2020-09-23 04:05:00,0
2020-09-23 04:05:00,2020-09-23 04:30:00,1
2020-09-23 04:30:00,2020-09-23 05:41:00,0
2020-09-23 05:41:00,2020-09-23 08:41:00,1
2020-09-23 08:41:00,2020-09-23 10:16:00,2
2020-09-23 10:16:00,2020-09-23 10:41:00,1
2020-09-23 10:41:00,2020-09-23 10:46:00,2
2020-09-23 10:46:00,2020-09-23 19:11:00,1
2020-09-23 19:11:00,2020-09-23 22:35:00,2
2020-09-23 22:35:00,2020-09-24 10:05:00,1
2020-09-24 10:05:00,2020-09-24 10:49:00,2
2020-09-24 10:49:00,2020-09-24 11:10:00,1
2020-09-24 11:10:00,2020-09-24 15:29:00,0
2020-09-24 15:29:00,2020-09-24 15:54:00,1
2020-09-24 15:54:00,2020-09-25 14:29:00,0
2020-09-25 14:29:00,2020-09-25 14:54:00,1
2020-09-25 14:54:00,2020-09-26 04:47:00,0
2020-09-26 04:47:00,2020-09-26 05:12:00,1
2020-09-26 05:12:00,2020-09-26 06:17:00,0
2020-09-26 06:17:00,2020-09-26 08:29:00,1
2020-09-26 08:29:00,2020-09-26 08:54:00,2
2020-09-26 08:54:00,2020-09-26 13:17:00,1
2020-09-26 13:17:00,2020-09-26 13:42:00,2
2020-09-26 13:42:00,2020-09-26 14:11:00,1
2020-09-26 14:11:00,2020-09-26 16:59:00,2
2020-09-26 16:59:00,2020-09-26 17:24:00,3
2020-09-26 17:24:00,2020-09-26 17:59:00,2
2020-09-26 17:59:00,2020-09-26 20:23:00,3
2020-09-26 20:23:00,2020-09-27 00:41:00,4
2020-09-27 00:41:00,2020-09-27 01:06:00,5
2020-09-27 01:06:00,2020-09-27 06:53:00,4
2020-09-27 06:53:00,2020-09-27 10:06:00,5
2020-09-27 10:06:00,2020-09-28 09:11:00,4
2020-09-28 09:11:00,2020-09-28 10:05:00,5
2020-09-28 10:05:00,2020-09-28 14:47:00,6
2020-09-28 14:47:00,2020-09-28 16:05:00,7
2020-09-28 16:05:00,2020-09-28 16:30:00,8
2020-09-28 16:30:00,2020-09-28 21:23:00,7
2020-09-28 21:23:00,2020-09-29 00:59:00,8
2020-09-29 00:59:00,2020-09-29 01:24:00,9
2020-09-29 01:24:00,2020-09-29 07:47:00,8
2020-09-29 07:47:00,2020-09-29 08:47:00,9
2020-09-29 08:47:00,2020-09-29 09:12:00,10
2020-09-29 09:12:00,2020-09-29 09:41:00,9
2020-09-29 09:41:00,2020-09-29 15:59:00,10
2020-09-29 15:59:00,2020-09-29 18:56:00,11
2020-09-29 18:56:00,2020-09-29 19:05:00,10
2020-09-29 19:05:00,2020-09-30 03:51:00,11
2020-09-30 03:51:00,2020-09-30 05:06:00,10
2020-09-30 05:06:00,2020-09-30 05:36:00,9
2020-09-30 05:36:00,2020-09-30 10:11:00,8
2020-09-30 10:11:00,2020-09-30 14:53:00,7
2020-09-30 14:53:00,2020-09-30 15:42:00,8
2020-09-30 15:42:00,2020-10-01 04:23:00,7
2020-10-01 04:23:00,2020-10-01 04:50:00,8
2020-10-01 04:50:00,2020-10-01 16:44:00,7
2020-10-01 16:44:00,2020-10-02 01:53:00,6
2020-10-02 01:53:00,2020-10-02 05:48:00,7
2020-10-02 05:48:00,2020-10-02 06:11:00,6
2020-10-02 06:11:00,2020-10-02 15:17:00,5
2020-10-02 15:17:00,2020-10-02 17:38:00,6
2020-10-02 17:38:00,2020-10-02 23:35:00,5
2020-10-02 23:35:00,2020-10-03 01:35:00,6
2020-10-03 01:35:00,2020-10-03 03:35:00,7
2020-10-03 03:35:00,2020-10-03 06:30:00,8
2020-10-03 06:30:00,2020-10-03 07:01:00,7
2020-10-03 07:01:00,2020-10-03 07:31:00,6
2020-10-03 07:31:00,2020-10-03 12:26:00,5
2020-10-03 12:26:00,2020-10-03 12:35:00,4
2020-10-03 12:35:00,2020-10-03 14:41:00,5
2020-10-03 14:41:00,2020-10-04 04:17:00,6
2020-10-04 04:17:00,2020-10-04 07:12:00,7
2020-10-04 07:12:00,2020-10-04 07:35:00,6
2020-10-04 07:35:00,2020-10-04 08:47:00,5
2020-10-04 08:47:00,2020-10-04 16:17:00,6
2020-10-04 16:17:00,2020-10-04 19:20:00,7
2020-10-04 19:20:00,2020-10-05 00:13:00,6
2020-10-05 00:13:00,2020-10-05 05:00:00,5
2020-10-05 05:00:00,2020-10-05 08:06:00,4
2020-10-05 08:06:00,2020-10-05 08:37:00,3
2020-10-05 08:37:00,2020-10-05 15:29:00,2
2020-10-05 15:29:00,2020-10-05 19:59:00,3
2020-10-05 19:59:00,2020-10-06 01:05:00,2
2020-10-06 01:05:00,2020-10-06 02:23:00,3
2020-10-06 02:23:00,2020-10-06 08:35:00,4
2020-10-06 08:35:00,2020-10-06 08:58:00,3
2020-10-06 08:58:00,2020-10-06 20:48:00,2
2020-10-06 20:48:00,2020-10-07 03:35:00,1
2020-10-07 03:35:00,2020-10-07 04:11:00,2
2020-10-07 04:11:00,2020-10-07 09:11:00,3
2020-10-07 09:11:00,2020-10-07 16:11:00,2
2020-10-07 16:11:00,2020-10-07 17:34:00,3
2020-10-07 17:34:00,2020-10-07 18:43:00,2
2020-10-07 18:43:00,2020-10-07 22:17:00,1
2020-10-07 22:17:00,2020-10-08 00:47:00,2
2020-10-08 00:47:00,2020-10-08 02:17:00,3
2020-10-08 02:17:00,2020-10-08 05:41:00,4
2020-10-08 05:41:00,2020-10-08 05:50:00,5
2020-10-08 05:50:00,2020-10-08 08:43:00,4
2020-10-08 08:43:00,2020-10-08 13:41:00,3
2020-10-08 13:41:00,2020-10-08 19:59:00,4
2020-10-08 19:59:00,2020-10-08 21:59:00,5
2020-10-08 21:59:00,2020-10-08 22:33:00,6
2020-10-08 22:33:00,2020-10-09 03:59:00,5
2020-10-09 03:59:00,2020-10-09 10:46:00,6
2020-10-09 10:46:00,2020-10-09 13:17:00,5
2020-10-09 13:17:00,2020-10-10 03:29:00,4
2020-10-10 03:29:00,2020-10-10 03:54:00,5
2020-10-10 03:54:00,2020-10-10 10:05:00,4
2020-10-10 10:05:00,2020-10-10 11:39:00,5
2020-10-10 11:39:00,2020-10-10 17:26:00,4
2020-10-10 17:26:00,2020-10-10 17:47:00,3
2020-10-10 17:47:00,2020-10-10 18:12:00,4
2020-10-10 18:12:00,2020-10-10 18:17:00,3
2020-10-10 18:17:00,2020-10-11 01:41:00,4
2020-10-11 01:41:00,2020-10-11 06:41:00,5
2020-10-11 06:41:00,2020-10-11 12:45:00,6
2020-10-11 12:45:00,2020-10-11 12:47:00,5
2020-10-11 12:47:00,2020-10-11 13:08:00,6
2020-10-11 13:08:00,2020-10-12 01:29:00,5
2020-10-12 01:29:00,2020-10-12 01:58:00,6
2020-10-12 01:58:00,2020-10-12 04:51:00,5
2020-10-12 04:51:00,2020-10-12 05:21:00,4
2020-10-12 05:21:00,2020-10-12 12:17:00,3
2020-10-12 12:17:00,2020-10-12 12:39:00,4
2020-10-12 12:39:00,2020-10-12 13:10:00,3
2020-10-12 13:10:00,2020-10-12 17:28:00,2
2020-10-12 17:28:00,2020-10-13 14:54:00,1
2020-10-13 14:54:00,2020-10-14 11:05:00,0
2020-10-14 11:05:00,2020-10-14 11:30:00,1
2020-10-14 11:30:00,2020-10-14 19:29:00,0
2020-10-14 19:29:00,2020-10-14 23:29:00,1
2020-10-14 23:29:00,2020-10-14 23:54:00,2
2020-10-14 23:54:00,2020-10-15 04:59:00,1
2020-10-15 04:59:00,2020-10-15 21:23:00,0
2020-10-15 21:23:00,2020-10-15 21:29:00,1
2020-10-15 21:29:00,2020-10-15 21:48:00,2
2020-10-15 21:48:00,2020-10-16 04:47:00,1
2020-10-16 04:47:00,2020-10-16 06:59:00,0
2020-10-16 06:59:00,2020-10-16 07:24:00,1
2020-10-16 07:24:00,2020-10-16 12:29:00,0
2020-10-16 12:29:00,2020-10-16 12:54:00,1
2020-10-16 12:54:00,2020-10-16 17:23:00,0
2020-10-16 17:23:00,2020-10-16 17:48:00,1
2020-10-16 17:48:00,2020-10-16 20:05:00,0
2020-10-16 20:05:00,2020-10-16 20:30:00,1
2020-10-16 20:30:00,2020-10-16 22:41:00,0
2020-10-16 22:41:00,2020-10-17 03:35:00,1
2020-10-17 03:35:00,2020-10-17 06:36:00,2
2020-10-17 06:36:00,2020-10-17 14:11:00,1
2020-10-17 14:11:00,2020-10-17 18:51:00,2
2020-10-17 18:51:00,2020-10-17 20:27:00,1
2020-10-17 20:27:00,2020-10-18 06:29:00,0
2020-10-18 06:29:00,2020-10-18 07:25:00,1
2020-10-18 07:25:00,2020-10-18 12:29:00,0
2020-10-18 12:29:00,2020-10-18 12:35:00,1
2020-10-18 12:35:00,2020-10-18 12:54:00,2
2020-10-18 12:54:00,2020-10-18 16:14:00,1
2020-10-18 16:14:00,2020-10-19 03:47:00,0
2020-10-19 03:47:00,2020-10-19 04:54:00,1
2020-10-19 04:54:00,2020-10-19 06:59:00,0
2020-10-19 06:59:00,2020-10-19 07:24:00,1
2020-10-19 07:24:00,2020-10-19 10:17:00,0
2020-10-19 10:17:00,2020-10-19 10:42:00,1
2020-10-19 10:42:00,2020-10-19 10:53:00,0
2020-10-19 10:53:00,2020-10-19 11:18:00,1
2020-10-19 11:18:00,2020-10-19 15:05:00,0
2020-10-19 15:05:00,2020-10-19 16:17:00,1
2020-10-19 16:17:00,2020-10-19 20:08:00,2
2020-10-19 20:08:00,2020-10-19 22:18:00,1
2020-10-19 22:18:00,2020-10-20 01:41:00,0
2020-10-20 01:41:00,2020-10-20 02:06:00,1
2020-10-20 02:06:00,2020-10-20 08:53:00,0
2020-10-20 08:53:00,2020-10-20 09:17:00,1
2020-10-20 09:17:00,2020-10-20 09:18:00,2
2020-10-20 09:18:00,2020-10-20 11:05:00,1
2020-10-20 11:05:00,2020-10-20 14:35:00,2
2020-10-20 14:35:00,2020-10-20 15:00:00,3
2020-10-20 15:00:00,2020-10-20 20:47:00,2
2020-10-20 20:47:00,2020-10-20 22:53:00,1
2020-10-20 22:53:00,2020-10-21 01:47:00,2
2020-10-21 01:47:00,2020-10-21 06:17:00,3
2020-10-21 06:17:00,2020-10-21 07:41:00,4
2020-10-21 07:41:00,2020-10-21 09:02:00,5
2020-10-21 09:02:00,2020-10-21 09:32:00,4
2020-10-21 09:32:00,2020-10-21 09:35:00,3
2020-10-21 09:35:00,2020-10-21 17:23:00,4
2020-10-21 17:23:00,2020-10-21 18:53:00,5
2020-10-21 18:53:00,2020-10-22 05:05:00,6
2020-10-22 05:05:00,2020-10-22 07:47:00,7
2020-10-22 07:47:00,2020-10-22 09:44:00,8
2020-10-22 09:44:00,2020-10-22 10:05:00,7
2020-10-22 10:05:00,2020-10-22 13:38:00,6
2020-10-22 13:38:00,2020-10-23 01:29:00,5
2020-10-23 01:29:00,2020-10-23 02:11:00,7
2020-10-23 02:11:00,2020-10-23 02:49:00,8
2020-10-23 02:49:00,2020-10-23 04:29:00,7
2020-10-23 04:29:00,2020-10-23 09:41:00,8
2020-10-23 09:41:00,2020-10-23 09:59:00,9
2020-10-23 09:59:00,2020-10-23 10:10:00,10
2020-10-23 10:10:00,2020-10-23 11:29:00,9
2020-10-23 11:29:00,2020-10-23 16:56:00,10
2020-10-23 16:56:00,2020-10-23 21:11:00,9
2020-10-23 21:11:00,2020-10-23 23:03:00,10
2020-10-23 23:03:00,2020-10-23 23:26:00,9
2020-10-23 23:26:00,2020-10-23 23:46:00,8
2020-10-23 23:46:00,2020-10-24 04:36:00,7
2020-10-24 04:36:00,2020-10-24 11:38:00,6
2020-10-24 11:38:00,2020-10-24 12:41:00,5
2020-10-24 12:41:00,2020-10-24 13:47:00,6
2020-10-24 13:47:00,2020-10-24 16:20:00,7
2020-10-24 16:20:00,2020-10-25 05:59:00,6
2020-10-25 05:59:00,2020-10-25 10:23:00,7
2020-10-25 10:23:00,2020-10-25 11:32:00,8
2020-10-25 11:32:00,2020-10-25 12:03:00,7
2020-10-25 12:03:00,2020-10-25 15:59:00,6
2020-10-25 15:59:00,2020-10-25 18:05:00,7
2020-10-25 18:05:00,2020-10-25 19:03:00,8
2020-10-25 19:03:00,2020-10-26 00:22:00,7
2020-10-26 00:22:00,2020-10-26 00:53:00,6
2020-10-26 00:53:00,2020-10-26 07:47:00,5
2020-10-26 07:47:00,2020-10-26 11:41:00,6
2020-10-26 11:41:00,2020-10-26 12:04:00,7
2020-10-26 12:04:00,2020-10-26 14:23:00,6
2020-10-26 14:23:00,2020-10-26 22:35:00,7
2020-10-26 22:35:00,2020-10-27 01:14:00,8
2020-10-27 01:14:00,2020-10-27 01:44:00,7
2020-10-27 01:44:00,2020-10-27 01:59:00,6
2020-10-27 01:59:00,2020-10-27 08:04:00,7
2020-10-27 08:04:00,2020-10-27 10:59:00,6
2020-10-27 10:59:00,2020-10-27 12:59:00,7
